序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,is_indoor,geometry,debrisstream_level,Avg_slope,Max_elevation,Slope_risk_level,rain_1hr,sigma_1hr,rain_1hr_rf,village_A65UP_CNT,fusion_class,fusion_label,flood_confidence,debris_stream_level,risk_rain,risk_collapse,risk_debris_stream,risk_max_elevation,risk_slope_level,risk_uncertainty,risk_elderly,hazard_score,vulnerability_multiplier,risk_raw,shelter_risk_score,shelter_risk_level
1495,花蓮縣玉里鎮,長良里,長良143-1號,121.2878,23.2768,長良社區活動中心,長良里,20,"水災,土石流",吳光玉,03-8801450,是,否,否,True,POINT (279442.62038884003 2574963.759871287),Medium,0.9277718465482608,171.77999877929688,Low,19.95728062937777,0.0952585411618855,20.24,138.0,0,無淹水,low,Medium,0.4024020230098586,0.0,0.67,0.11915343726625018,0.33,0.0031065987579148497,0.40419885963297636,0.27240428236868663,0.8212596578898929,0.22371464774584937,49.07804439104379,Medium
1500,花蓮縣卓溪鄉,卓清村,1鄰13號,121.2725,23.2775,清水社區活動中心,卓清村清水,50,"水災,土石流",劉筠捷,03-8885593,是,否,是,True,POINT (277877.2401245794 2575038.2518591564),High,15.658575368928728,384.2200012207031,Low,20.23227748753367,0.0970346750806196,20.67,152.0,0,無淹水,low,High,0.40822733389490945,0.0,1.0,0.274190839902889,0.33,0.007927867281455291,0.427870077256078,0.3473896128820517,0.8283610231768234,0.28776401516797695,69.5992576947788,High
1501,花蓮縣富里鄉,吳江村,6鄰吳江65-3號,121.3227,23.2787,吳江社區活動中心,吳江村,70,"水災,土石流",彭家玲,03-8861180,是,否,是,True,POINT (283012.52931200824 2575181.6790751675),Safe,6.994433695809826,218.8000030517578,Low,21.26129543004221,0.0984088101612966,26.301666666666662,123.0,0,無淹水,low,Safe,0.4300252171929413,0.0,0.0,0.15346834618448296,0.33,0.0116579205965131,0.3760312893645931,0.18619360914520616,0.8128093868093779,0.15133991327714,25.889410004617986,Medium
1528,花蓮縣卓溪鄉,卓清村,12鄰18號,121.2703,23.2956,卓樂社區活動中心,卓清村卓樂社區,50,"水災,土石流",劉筠捷,03-8885593,是,否,是,True,POINT (277648.436821285 2577042.184939088),High,11.357231607780069,335.8699951171875,Low,19.830344393568847,0.0997825508905058,20.575,152.0,0,無淹水,low,High,0.39971310852143954,0.0,1.0,0.23890530385690723,0.33,0.015386903454946628,0.427870077256078,0.3402884184804626,0.8283610231768234,0.281881662507699,67.71457063965494,High
1555,花蓮縣玉里鎮,樂合里,樂合65-5號,121.345,23.3183,樂合社區活動中心,樂合里,35,"水災,土石流",陳阿洲,03-8887126,是,否,否,True,POINT (285283.41587961034 2579572.1777487462),High,11.758212062642029,280.1600036621094,Low,30.97564357890506,0.1013498530307446,29.45833333333333,301.0,0,無淹水,low,High,0.6358061064446427,0.0,1.0,0.19824849592598617,0.33,0.019641303641727885,0.5956014331938255,0.4054432366864636,0.8786804299581477,0.35625503753528487,91.5435630948168,Very High
1559,花蓮縣玉里鎮,源城里,水源57-1號,121.3004,23.3219,源城社區活動中心,源城里,35,"水災,土石流",徐永成,03-8889333,是,否,否,True,POINT (280721.2810329964 2579960.6670460785),Medium,6.287158317587626,225.47999572753903,Low,20.698577645735,0.0966155499164253,22.78833333333333,292.0,0,無淹水,low,Medium,0.4181050590641594,0.0,0.67,0.15834336361144113,0.33,0.006790163113858591,0.5881386474419206,0.2833620385723498,0.8764415942325761,0.24835027683134298,56.97122147744942,High
1564,花蓮縣玉里鎮,中城里,信義路5號,121.3139,23.3275,玉里慈惠堂,中城里,40,"水災,土石流",何正雄,03-8882921,是,否,否,True,POINT (282100.5619874256 2580583.7336130952),Low,1.2448090180521814,138.8699951171875,Low,24.83722287325317,0.096013377591853,29.73333333333333,1273.0,0,無淹水,low,Low,0.5057747701106688,0.0,0.33,0.095135919708826,0.33,0.0051555822730868115,0.9506770962967691,0.24901837721683323,0.9852031288890306,0.245333684384893,56.00471486644659,High
1576,花蓮縣玉里鎮,泰昌里,中正路144號,121.3153,23.3352,中正堂,國武里、泰昌里、啟模里、永昌,100,"水災,土石流",邱國峰,03-8883166206,是,否,否,True,POINT (282241.8736839009 2581436.7332820185),Medium,1.0874534787142909,136.5500030517578,Low,25.952072318973872,0.096616269098049,30.476666666666667,443.0,0,無淹水,low,Medium,0.5293908385083231,0.0,0.67,0.09344280381808864,0.33,0.006792115313345619,0.69066656466355,0.3070128836565448,0.907199969399065,0.2785220786583361,66.6381706756993,High
1589,花蓮縣玉里鎮,東豐里,東豐石岡32之1號,121.3399,23.3389,東豐社區活動中心,東豐里,25,"水災,土石流",黎煥發,03-8883720,是,否,否,True,POINT (284756.4714791715 2581852.1650433317),Medium,7.445520471698668,180.83999633789065,Low,31.78775754955168,0.0974479516656591,32.57333333333333,142.0,0,無淹水,low,Medium,0.6530092715456335,0.0,0.67,0.1257653675676824,0.33,0.00904969563569751,0.41119699464204923,0.3491725561624121,0.8233590983926147,0.28749440102532825,69.51287418228394,High
1601,花蓮縣卓溪鄉,卓溪村,7鄰73號,121.3038,23.3457,卓溪多功能活動中心,卓溪村,50,"水災,土石流",施慧玉,03-8980525,是,否,否,True,POINT (281063.45893636235 2582596.973967707),High,7.720699037894941,242.05999755859372,Low,24.533446087084684,0.097898296218099,21.595,137.0,0,無淹水,low,High,0.49933980852252635,0.0,1.0,0.17044334661867358,0.33,0.010272144006580441,0.4024178575699213,0.359395658950217,0.8207253572709763,0.29496513059355484,71.90647213921136,High
1645,花蓮縣玉里鎮,大禹里,大禹226號,121.3289,23.3805,大禹社區活動中心,大禹里,40,"水災,土石流",張添富,03-8886293,是,否,否,True,POINT (283621.17245813616 2586456.31708558),Medium,1.1117496912261713,106.83999633789062,Low,36.94004545536049,0.0962599980375726,53.72666666666667,271.0,3,SAR-only,mid,Medium,0.762151168736361,1.0,0.67,0.07176062428363156,0.33,0.005825026947088018,0.5697938356704778,0.5734919469581619,0.8709381507011433,0.4994760157257397,100.0,Very High
1662,花蓮縣玉里鎮,觀音里,觀音9-1號,121.3573,23.3951,觀音社區活動中心,觀音里,0,"水災,土石流",李貴福,8851223,是,否,是,True,POINT (286520.3306665426 2588080.0182325863),Medium,7.129407737626453,173.33999633789062,Low,48.08055815235563,0.0999831380632308,53.083333333333336,423.0,0,無淹水,low,Medium,0.998142773564307,0.0,0.67,0.12029191385646101,0.33,0.015931392027505518,0.6792973766088455,0.45257975835051184,0.9037892129826536,0.40903670361148864,100.0,Very High
1672,花蓮縣卓溪鄉,太平村,1鄰2號,121.3205,23.406,太平國小,太平村,100,"水災,土石流",林進明,03-8888713,是,否,是,True,POINT (282756.22055982274 2589278.2473384747),Low,16.607242644008405,276.6499938964844,Low,36.59523116807967,0.0947757399650621,39.91833333333334,85.0,0,無淹水,low,Low,0.7548469019367771,0.0,0.33,0.1956869124622417,0.33,0.0017960476846988636,0.28576711962266166,0.3384867122188393,0.7857301358867984,0.26595921038758424,62.613067698620426,High
1673,花蓮縣卓溪鄉,太平村,6鄰79-1號,121.3166,23.4071,太平社區活動中心,太平村,50,"水災,土石流",潘佳屏,03-8841364,是,否,是,True,POINT (282357.35671440605 2589399.180800844),Safe,4.331027749309655,161.4199981689453,Low,38.3885008844235,0.0941140839720632,38.223333333333336,85.0,0,無淹水,low,Safe,0.7928340762939754,0.0,0.0,0.11159277276105227,0.33,0.0,0.28576711962266166,0.2875891388023505,0.7857301358867984,0.22596745311073818,49.79983605402765,Medium
1706,花蓮縣玉里鎮,松浦里,松浦214-3號,121.3737,23.4293,松浦社區活動中心,松浦里,0,"水災,土石流",林誠觀,03-8851650,是,否,否,True,POINT (288186.80739415955 2591871.584541348),Low,5.391994490440713,149.4499969482422,Low,43.36671392465908,0.1058499681420487,41.75833333333333,342.0,3,SAR-only,mid,Low,0.8982885124131926,1.0,0.33,0.10285713974708136,0.33,0.031856747032338095,0.6270030792210047,0.5706007993892539,0.8881009237663013,0.5067510970393864,100.0,Very High
1711,花蓮縣玉里鎮,三民里,三民131-2號,121.3498,23.4321,三民社區活動中心,三民里,25,"水災,土石流",彭新發,03-8841164,是,否,否,True,POINT (285743.7940738788 2592175.5264642076),Safe,8.112691438314759,134.1300048828125,Low,48.16823268935078,0.0973153904761673,45.56,241.0,0,無淹水,low,Safe,1.0,0.0,0.0,0.09167670409022695,0.33,0.008689861794567214,0.5409671760252721,0.3476204917929908,0.8622901528075816,0.2997497269872247,73.439441583229,High
1718,花蓮縣卓溪鄉,古風村,12鄰4號,121.332,23.4363,古楓社區活動中心,古風村卓楓、白端社區,50,"水災,土石流",林章成,03-8881852,是,否,是,True,POINT (283923.84125755256 2592636.3322755164),Low,16.69704783903332,283.2699890136719,Low,47.50016777054413,0.095393154526987,54.82,143.0,0,無淹水,low,Low,0.9858482534326309,0.0,0.33,0.20051814404123336,0.33,0.00347200317543441,0.4129159403727619,0.4086793979535177,0.8238747821118285,0.33670064994254767,85.27839959726387,Very High
1719,花蓮縣卓溪鄉,立山村,6鄰58號,121.332,23.4363,立山社區活動中心,立山村,50,"水災,土石流",高雅芯,03-8841572,是,否,是,True,POINT (283923.84125755256 2592636.3322755164),Low,16.69704783903332,283.2699890136719,Low,47.50016777054413,0.095393154526987,54.82,155.0,0,無淹水,low,Low,0.9858482534326309,0.0,0.33,0.20051814404123336,0.33,0.00347200317543441,0.43265989210718475,0.4086793979535177,0.8297979676321554,0.33912133383496185,86.0539790057185,Very High
1726,花蓮縣卓溪鄉,崙山村,1鄰12號,121.3443,23.4391,崙山國小,崙山村、立山村,100,"水災,土石流",莊凱杰,03-8841350,是,否,是,True,POINT (285179.92736311053 2592949.3558232905),Safe,15.720001671941963,200.25999450683597,Low,47.95271930409559,0.0970128342539747,48.97,72.0,0,無淹水,low,Safe,0.9954347388642182,0.0,0.0,0.13993796237431252,0.33,0.007868580935465,0.24534127703059108,0.35340797410895886,0.7736023831091773,0.273397250980477,64.99619221197604,High
1727,花蓮縣卓溪鄉,崙山村,1鄰11-1號,121.3438,23.4393,崙山社區活動中心,崙山村,50,土石流,施鎮村,03-8841362,是,否,是,True,POINT (285128.78501541924 2592971.381889701),Safe,14.425569709158378,205.91000366210935,Low,47.95271930409559,0.0970128342539747,48.97,72.0,0,無淹水,low,Safe,0.9954347388642182,0.0,0.0,0.14406130418489463,0.33,0.007868580935465,0.24534127703059108,0.3540264753805461,0.7736023831091773,0.27387572503813296,65.14949377595165,High
1757,花蓮縣玉里鎮,春日里,75-1號,121.3967,23.455,春日社區活動中心,春日里,35,"水災,土石流",陳青廉,03-8875453,是,否,否,True,POINT (290529.2649886572 2594723.910762402),Safe,2.1124344948338165,99.2699966430664,Low,27.84417830860939,0.1057317480887624,31.971666666666668,215.0,0,無淹水,low,Safe,0.5694716804895986,0.0,0.0,0.0662360852271542,0.33,0.03153584182595213,0.5129310917483432,0.2169305011135479,0.8538793275245029,0.1852324704103897,36.74847735116227,Medium
1771,花蓮縣瑞穗鄉,舞鶴村,14鄰中正南路二段278號,121.3536,23.4602,舞鶴社區活動中心,舞鶴村,100,"水災,土石流",楊明林,03-8871755,是,否,是,True,POINT (286124.45349223685 2595288.2870667484),Safe,1.9249819458360635,239.2100067138672,Low,44.286517093369135,0.0975364011026927,33.89333333333333,272.0,0,無淹水,low,Safe,0.9177728783318513,0.0,0.0,0.1683634408898715,0.33,0.009289789292035583,0.5706990393069865,0.33451535856223963,0.8712097117920959,0.2914330291230384,70.77479807896354,High
1778,花蓮縣豐濱鄉,靜浦村,64號,121.4954,23.4615,靜浦國小大禮堂,靜浦村,0,"水災,震災",李楊元,03-8781021,是,否,是,True,POINT (300610.73035354726 2595474.982753567),Safe,7.798567435406237,67.8499984741211,Low,4.543163624514256,0.1113703968233953,7.75,196.0,0,無淹水,low,Safe,0.07588184320120213,0.0,0.0,0.043305964482569896,0.33,0.04684180460997608,0.49021924116364796,0.06694462809374373,0.8470657723490943,0.05670650310084991,0.0,Low
1796,花蓮縣玉里鎮,德武里,5鄰能雅79號,121.4074,23.4669,德武里原住民多功能活動中心,德武里,50,"水災,土石流",余榮富,03-8873161,是,否,否,True,POINT (291618.7234218451 2596044.786180678),Safe,7.286204195081749,187.94000244140625,Low,21.669529203305263,0.1048134706354275,23.13833333333333,210.0,0,無淹水,low,Safe,0.43867291105745265,0.0,0.0,0.13094690820194663,0.33,0.029043201977715975,0.5071540662451876,0.18714822974529938,0.8521462198735562,0.1594776565334847,28.49671702256033,Medium
1829,花蓮縣豐濱鄉,港口村,7鄰118號,121.5043,23.4745,港口活動中心,港口村,0,"水災,震災,土石流",蕭清秀,03-8791450,是,否,是,True,POINT (301514.93598810397 2596917.7931437977),Low,8.572306465648236,86.41999816894531,Low,4.207487403467985,0.1117691492080673,8.461666666666666,226.0,0,無淹水,low,Low,0.06877114980118863,0.0,0.33,0.056858235648838594,0.33,0.04792420740665031,0.5251834741940707,0.11645250102834742,0.8575550422582212,0.09986442944044002,9.396828949696538,Low
1868,花蓮縣瑞穗鄉,瑞美村,仁愛路109號,121.3904,23.4909,瑞穗青蓮寺,全鄉,100,"水災,土石流",張雲艽,03-8875438,是,否,是,True,POINT (289874.8219614759 2598697.765977131),Safe,1.1788617770884589,86.9800033569336,Low,21.12838750915913,0.0975275165864315,29.515,565.0,0,無淹水,low,Safe,0.4272098033608648,0.0,0.0,0.05726692397877162,0.33,0.009265672507740658,0.7505499661786608,0.1706795468558492,0.9251649898535982,0.15790674123510848,27.99340076484282,Medium
1870,花蓮縣瑞穗鄉,鶴岡村,167 號,121.39,23.4913,花蓮縣鶴岡國民小學,鶴岡村,100,"水災,震災",蔡伍原,03-8872740,否,否,否,True,POINT (289833.8459885673 2598741.951715035),Safe,1.0584011524933714,87.38999938964844,Low,21.12838750915913,0.0975275165864315,29.515,231.0,0,無淹水,low,Safe,0.4272098033608648,0.0,0.0,0.05756613655301816,0.33,0.009265672507740658,0.5305577110477523,0.1707244287419862,0.8591673133143256,0.14668084875937532,24.396660573780025,Low
1874,花蓮縣瑞穗鄉,瑞良村,4鄰信義路3號,121.394,23.4924,瑞良社區活動中心,瑞良村,30,"水災,土石流",黃義雄,03-8872559,是,否,是,True,POINT (290242.06873720355 2598864.881764207),Safe,1.866226908167156,83.0,Low,21.12838750915913,0.0975275165864315,29.411666666666665,172.0,0,無淹水,low,Safe,0.4272098033608648,0.0,0.0,0.05436234209281406,0.33,0.009265672507740658,0.45817411197316477,0.1702438595729556,0.8374522335919494,0.14257110045468585,23.07991030785844,Low
1878,花蓮縣瑞穗鄉,瑞美村,中山路二段389號,121.3916,23.4931,花蓮縣瑞穗鄉瑞美國民小學,瑞美村、瑞良村,50,"水災,土石流",簡三其,03-8872014,是,否,是,True,POINT (289996.72554691945 2598941.7310024835),Safe,1.5325101822678122,85.06999969482422,Low,21.12838750915913,0.0975275165864315,27.488333333333333,565.0,0,無淹水,low,Safe,0.4272098033608648,0.0,0.0,0.05587301509439576,0.33,0.009265672507740658,0.7505499661786608,0.17047046052319284,0.9251649898535982,0.1577133018802779,27.931423411723113,Medium
1880,花蓮縣瑞穗鄉,瑞美村,13鄰中山路二段387號,121.3912,23.4937,瑞美社區活動中心,瑞美村,30,"水災,土石流",蘇院林,03-8871611,是,否,是,True,POINT (289955.6895821312 2599008.064740684),Safe,1.694387171313984,85.06999969482422,Low,21.12838750915913,0.0975275165864315,27.488333333333333,565.0,0,無淹水,low,Safe,0.4272098033608648,0.0,0.0,0.05587301509439576,0.33,0.009265672507740658,0.7505499661786608,0.17047046052319284,0.9251649898535982,0.1577133018802779,27.931423411723113,Medium
1883,花蓮縣瑞穗鄉,奇美村,2鄰40號,121.4467,23.4942,奇美社區活動中心,奇美村,20,"水災,土石流",蔣國雄,03-8991001,是,否,是,True,POINT (295624.15173176024 2599079.9598654327),Safe,9.722876585130958,117.02999877929688,Low,8.76363121129922,0.1068353150924312,14.046666666666669,71.0,0,無淹水,low,Safe,0.1652848128866418,0.0,0.0,0.07919722517433421,0.33,0.03453144525556196,0.24193890978998084,0.09791817216769887,0.7725816729369942,0.07564978526425341,1.6385340872573784,Low
1891,花蓮縣萬榮鄉,紅葉村,1鄰9號,121.3446,23.4954,紅葉社區活動中心,紅葉村,50,"水災,土石流,海嘯",胡春花,03-8871426,是,否,是,True,POINT (285195.64820501406 2599184.1413993775),Low,11.3612785066434,252.55999755859372,Low,38.757189524286304,0.0974779508726981,29.25,164.0,0,無淹水,low,Low,0.8006440780568677,0.0,0.33,0.17810618181438348,0.33,0.009131127689385999,0.44649535263263934,0.3503222634581564,0.8339486057897918,0.29215076318805366,71.00475778717521,High
1894,花蓮縣瑞穗鄉,瑞穗村,成功北路18號,121.3759,23.4982,花蓮縣立瑞穗國民中學,全鄉,200,"水災,土石流",賴慶翰,03-8873111,是,否,是,True,POINT (288391.68619722535 2599502.2314226856),Safe,1.607911038348114,106.5199966430664,Low,26.609694560663726,0.0959210946448151,24.246666666666663,530.0,0,無淹水,low,Safe,0.5433213758550289,0.0,0.0,0.07152709048133485,0.33,0.004905082655281841,0.7348046585999616,0.20721598459423707,0.9204413975799884,0.19073017046083293,38.50992293534026,Medium
1901,花蓮縣瑞穗鄉,瑞祥村,4鄰祥北路二段127號,121.3588,23.4998,瑞祥社區活動中心,瑞祥村,30,"水災,土石流",黃崧庭,03-8876570,是,否,是,True,POINT (286644.7583462449 2599674.953009621),Low,6.729377604062387,178.6699981689453,Low,33.33250312661231,0.0973114304821216,29.48333333333333,286.0,0,無淹水,low,Low,0.6857319116697039,0.0,0.33,0.12418171629686141,0.33,0.008679112495516852,0.5830349954327031,0.3077147421949921,0.8749104986298109,0.26922285852956424,63.65873016751739,High
1902,花蓮縣瑞穗鄉,瑞穗村,14鄰民生街41號,121.3787,23.4998,瑞穗社區活動中心,瑞穗村,30,"水災,土石流",吳萬德,03-8872964,是,否,是,True,POINT (288677.1936650799 2599680.168899517),Safe,1.4756331237857423,101.19000244140624,Low,26.609694560663726,0.0959210946448151,23.863333333333333,530.0,0,無淹水,low,Safe,0.5433213758550289,0.0,0.0,0.06763729360881948,0.33,0.004905082655281841,0.7348046585999616,0.20663251506335978,0.9204413975799884,0.1901931209503869,38.3378539828728,Medium
1913,花蓮縣壽豐鄉,豐裡村,中山路257號,121.3021,23.5034,豐裡活動中心,豐裡村,42,"水災,震災,土石流,海嘯",曾振倫,03-8652802,是,否,是,True,POINT (280853.0275079267 2600060.303111022),Safe,26.919373297409017,969.6300048828124,Medium,40.38703152588268,0.1243951216222668,28.106666666666666,330.0,0,無淹水,low,Safe,0.8351693319687872,0.0,0.0,0.7014194475202872,0.67,0.08219707542498982,0.618218730877491,0.4309834242611782,0.8854656192632473,0.381621004655619,99.67073816121834,Very High
1923,花蓮縣瑞穗鄉,鶴岡村,14鄰85之6號,121.3911,23.5097,鶴岡社區活動中心,鶴岡村,30,"水災,土石流",余新德,03-8873392,是,否,是,True,POINT (289940.6526784037 2600779.9053693786),Safe,2.5999017368912813,104.5199966430664,Low,18.782870541786927,0.0982123201616213,24.91333333333333,231.0,0,無淹水,low,Safe,0.3775242701779404,0.0,0.0,0.07006750282500915,0.33,0.011124553691780961,0.5305577110477523,0.1578798618463116,0.8591673133143256,0.13564521672893243,20.860879223346103,Low
